3951819586,21.4093282,41.9748528,Karposh,бимекс,regional,restaurant
4302211290,21.4002154,42.0030463,Karposh,Бабе,fish,restaurant
4327921318,21.3986642,42.0034137,Karposh,Thong Thai,thai,restaurant
4394802591,21.4005479,42.0031488,Karposh,7,,fast_food
4491144570,21.3936186,42.0045887,Karposh,Ресторан Буре Срна,regional;international;barbecue,restaurant
4573205008,21.3979429,42.0034744,Karposh,Tripod King,asian,fast_food
4573205010,21.3963477,42.0026669,Karposh,Вегера,regional,fast_food
4894954911,21.4010765,42.0020133,Karposh,Cake & Bake,,
4920962547,21.3878449,42.0038168,Karposh,Domino's,pizza,fast_food
5041735621,21.3909815,42.0049046,Karposh,Chicken House,,fast_food
5236444222,21.3750902,42.0060976,Karposh,Лепа и Русе,,
5268700370,21.3931934,42.0044372,Karposh,Pizza Jakomo,pizza,restaurant
5291076841,21.4148494,42.0062031,Karposh,Slast,,
5299947547,21.4000902,42.0029952,Karposh,Foodio,,fast_food
5331095876,21.4021041,42.0066913,Karposh,Kozle,,
5331095878,21.4020786,42.0065896,Karposh,Etna,,fast_food
5333318377,21.400699,42.0028979,Karposh,Жужу Бургер,,fast_food
5431407636,21.4012616,42.0032708,Karposh,Magic,,fast_food
5456637221,21.3732237,42.0043208,Karposh,Kam market,,
5770427174,21.3740403,42.0063483,Karposh,Aleksandrija,,restaurant
5840484087,21.4001853,42.0031615,Karposh,Буре,macedonian,restaurant
6164755129,21.4101783,42.0053452,Karposh,Bon Appetit,sandwich,fast_food
6278471769,21.4100468,42.0127048,Karposh,Меана Б Јавор Мрзенци,,restaurant
6815434691,21.4086507,41.9971719,Karposh,Млечен Бар,,restaurant
7001354685,21.4009703,42.0030579,Karposh,Буре лептокарија,,restaurant
7093171485,21.4157772,42.0062237,Karposh,Рок Кафана Рустикана 2.0,barbecue;burger;american;breakfast;balkan,restaurant
7130929832,21.4147058,42.0046693,Karposh,Скадарлија,international,restaurant
8094057485,21.4097614,41.9974684,Karposh,Сидро,,restaurant
8807124420,21.3855189,42.0091204,Karposh,Кај чичо 2,,restaurant
9519468834,21.4090047,41.995949,Karposh,Бурекџилница Милениум,,
9969092317,21.398719,41.9952558,Karposh,Ckoncko,,restaurant
4421699189,21.3703234,42.0047229,Gjorche Petrov,Building 31,,
4529766490,21.3515425,42.0021431,Gjorche Petrov,Алекса Демниевски 25,,
5060956601,21.3717776,42.003998,Gjorche Petrov,Krofnite od Hrom,,
5184727125,21.3678533,42.0084679,Gjorche Petrov,Ubac,,restaurant
5334903422,21.3515617,42.0210652,Gjorche Petrov,Воденица,,
577538782,21.4349372,42.0198926,Cair,Prince,,restaurant
908273433,21.4367576,42.0003099,Cair,Туpиcт,regional,restaurant
3101726040,21.4366005,42.0000179,Cair,Пивница АН,regional,restaurant
4436518191,21.4362461,41.9996618,Cair,Kaj Serdarot,,restaurant
4436534289,21.436081,41.9996701,Cair,Destan,,restaurant
4734473401,21.4474069,42.018055,Cair,Burek,regional,fast_food
4990142138,21.4412533,42.0195979,Cair,Бизнис,,restaurant
5548809221,21.4366123,41.9995926,Cair,кај сердарот,local;barbecue,restaurant
5789449053,21.4361151,41.9995917,Cair,СНОШТИ МИНАВ,local,restaurant
6032865286,21.4371953,42.0002786,Cair,Pçela,barbecue;local,restaurant
6286576686,21.4425065,42.0077581,Cair,Солунска,,
6386335236,21.4362086,41.9996644,Cair,Kaj Гоце,,restaurant
6781335887,21.4360459,41.999319,Cair,Kebapčilinica Rio,,restaurant
6796436088,21.4381319,42.0015097,Cair,Сараево,,restaurant
6814231699,21.4373728,42.0000697,Cair,Proper pizza,,fast_food
6814231700,21.4372514,42.0003594,Cair,Ohrid,,restaurant
6814231793,21.4374652,42.0002543,Cair,Sac,,restaurant
6814236601,21.4381868,42.0025858,Cair,Cardak,,fast_food
6814236605,21.4387207,42.0029094,Cair,Tetekis,,fast_food
6814236621,21.4385882,42.002112,Cair,Palas,,restaurant
6814246713,21.4389514,42.0023225,Cair,Doner,,fast_food
6814246719,21.4398152,42.0004802,Cair,Turkish Doner,,fast_food
6814246724,21.4373399,41.9999786,Cair,Concept,,restaurant
6814247285,21.4384421,42.0021842,Cair,Hamza Doner,,fast_food
6815434686,21.4382061,42.0016292,Cair,Plaset,,restaurant
6827032731,21.4415279,42.0027517,Cair,Pizzeria Bik,,restaurant
6827032733,21.4380383,42.0011296,Cair,Old Balkan,,restaurant
6827076186,21.4371206,42.0025774,Cair,Kursumli An,,restaurant
9200216053,21.4369355,42.0007979,Cair,Burek,,
9200216348,21.4389588,42.002608,Cair,Lama Palace,,fast_food
9200216551,21.4395663,42.003309,Cair,Plaset,,fast_food
10162039517,21.4371301,42.0005187,Cair,Medo,turkish,restaurant
4239053639,21.4307185,42.0229923,Butel,Beta,,restaurant
6275187295,21.4462164,42.0365961,Butel,EZO,,restaurant
429175192,21.4438183,41.9768256,Kisela Voda,Журнал,,restaurant
918590533,21.4313196,41.98705,Kisela Voda,four seasons,pizza,fast_food
1378130151,21.4390455,41.9841333,Kisela Voda,Чешма,,restaurant
1378130153,21.4387505,41.9834992,Kisela Voda,Бурекџилница Круна,,
1378228324,21.4455687,41.9710708,Kisela Voda,Ресторан Трпеза,,restaurant
1378228333,21.4385091,41.9787578,Kisela Voda,Ресторан Кум,,restaurant
1381590918,21.4387489,41.9754943,Kisela Voda,Фарина,,
1750799745,21.4314029,41.9870802,Kisela Voda,Tony's Bakery,,
1848409293,21.4456487,41.9775109,Kisela Voda,Ексклузив,,restaurant
2472332550,21.4330638,41.9855468,Kisela Voda,Go Get Burger,,fast_food
2580192144,21.4727082,41.9650429,Kisela Voda,Градина,,restaurant
2990007815,21.4443097,41.9755235,Kisela Voda,Москва,,
5561692079,21.4565032,41.9729164,Kisela Voda,Тарапана,,restaurant
5632478631,21.4423887,41.9781016,Kisela Voda,Бурекџилница Фортуна,,
443017383,21.5040709,41.9957633,Gazi Baba,Фурна Облат,,
445422613,21.4871217,42.0072516,Gazi Baba,Hunter’s Lodge “Kamnik”,steak_house,restaurant
1377184494,21.4960141,42.0013936,Gazi Baba,Велково Меанче,,restaurant
1857486052,21.4647397,42.0019716,Gazi Baba,Тица - Елени,barbecue,restaurant
4187276689,21.4941048,41.9977923,Gazi Baba,Томи,,fast_food
4552084306,21.4648097,42.0030521,Gazi Baba,Кај Тоше на Ќоше,regional,restaurant
4650540393,21.5093746,41.9956244,Gazi Baba,Ketering Vkusno,,fast_food
4650542892,21.5078989,41.9932328,Gazi Baba,Гостилница Софра,,restaurant
4650625589,21.5099084,41.9951884,Gazi Baba,Пицерија Кремисимо,,restaurant
4720703993,21.4600445,41.9978436,Gazi Baba,Dojrana Skopje,,restaurant
5622055148,21.4607538,42.0034245,Gazi Baba,Млечен Ресторан Исидора-Даниел,,
5869018606,21.4605034,42.0026892,Gazi Baba,Млечен ресторант АНЕ,regional;sandwich,fast_food
9663187516,21.5232371,41.9935483,Gazi Baba,Кремисимо Трибина,pizza,restaurant
9663199731,21.5230582,41.993367,Gazi Baba,Потковица,,restaurant
